name	mrna_length	genome_length	exon_count
VCPIP1	8175	36964	3
C8orf44	1817	4782	4
SGK3	4229	149365	17
C8orf45	2244	27683	12
LOC286187	1081	40418	6
COPS5	1486	19245	8
ZNF690	5607	11889	5
ARFGEF1	7212	146016	39
CPA6	1861	324173	11
DEPDC2	3024	153052	24
C8orf34	3651	381109	13
SULF1	5699	194275	23
SLCO5A1	3689	162631	10
PRDM14	2205	19538	8
NCOA2	6157	291754	23
TRAM1	2789	34932	11
LACTB2	1507	31901	7
XKR9	3173	66577	5
EYA1	3608	159052	16
KCNB2	3580	400957	3
TERF1	2627	38618	9
RPESP	1321	26253	5
RPL7	836	2995	7
RDH10	2734	29455	6
STAU2	4041	197217	12
UBE2W	4039	88271	7
TCEB1	655	25713	4
LY96	587	37716	5
JPH1	4371	86623	6
PI15	6730	30491	6
CRISPLD1	4059	49816	15
ZFHX4	12107	161876	10
PKIA	2183	87149	4
C8orf70	1238	51605	9
IL7	2077	72753	6
STMN2	706	53845	5
MRPS28	706	111411	3
TPD52	4241	45904	6
ZBTB10	4146	34320	6
ZNF704	4303	236248	9
PAG1	10741	144256	9
FABP5	660	4224	4
PMP2	3564	7154	4
FABP4	611	4515	4
IMPA1	2322	28365	9
ZFAND1	1793	19573	8
CHMP4C	1843	27059	5
SNX16	3291	40861	8
LOC138046	2901	738489	9
E2F5	1725	37126	8
CA13	3564	38296	7
CA1	1264	49886	9
CA3	2356	10817	7
CA2	1551	17476	7
REXO1L1	6597	135180	4
PSKH2	1156	21159	3
ATP6V0D2	2370	55316	8
SLC7A13	1865	16317	4
WWP1	4103	125183	25
TSEN34	1350	3329	5
CPNE3	4848	47055	17
FLJ39779	1727	1727	1
LOC390637	1350	7825	4
CNBD1	1593	516414	11
WDR21C	3315	3315	1
MMP16	6325	290248	10
OSGIN2	4197	26000	6
NBN	4671	51336	17
DECR1	1251	50648	10
CALB1	2531	24270	11
EFCBP1	5223	167852	14
TMEM55A	2251	46550	7
OTUD6B	3140	16742	7
SLC26A7	2674	145430	19
RUNX1T1	3362	58757	10
TMEM67	3452	62002	28
PPM2C	4197	9133	2
CDH17	3695	81419	18
GEM	2191	13071	5
RAD54B	3040	103122	15
KIAA1429	5786	65089	24
RBM35A	3754	66291	16
DPY19L4	4172	71912	19
INTS8	3372	57187	27
CCNE2	2588	15027	12
TP53INP1	5589	23391	4
PLEKHF2	2874	22874	2
C8orf37	2254	23203	6
GDF6	3697	18459	2
UQCRB	937	5077	4
MTERFD1	1406	22152	8
PTDSS1	2504	72608	13
SDC2	3485	118156	5
PGCP	1895	498223	8
TSPYL5	4462	4462	1
MTDH	3714	82129	12
LAPTM4B	2237	77021	7
MATN2	4106	167634	19
RPL30	504	3831	5
C8orf47	1550	29089	3
HRSP12	1011	14852	6
POP1	3241	40570	16
NPAL2	2255	102235	12
KCNS2	3164	3772	2
OSR2	1732	7639	4
VPS13B	2820	196520	18
COX6C	425	15524	4
RGS22	4183	145068	28
POLR2K	970	3391	4
SPAG1	3747	83868	19
RNF19	4330	46200	11
ANKRD46	2777	39011	6
MGC39715	2444	76771	14
PABPC1	2860	19172	15
YWHAZ	2871	33358	6
GRHL2	4778	176834	16
RRM2B	4930	34616	9
EDD1	9394	158927	59
ODF1	983	9387	2
KLF10	3076	5007	4
MT1M	440	1365	3
AZIN1	4347	37861	13
ATP6V1C1	5628	52016	14
BAALC	2679	89610	2
FZD6	3752	33993	7
CTHRC1	1218	11430	4
SLC25A32	2826	16405	7
WDSOF1	2161	28259	11
RIMS2	4433	433254	22
TM7SF4	1952	16863	4
DPYS	2123	87625	10
LRP12	4057	99702	7
ZFPM2	4478	485619	8
OXR1	4393	94828	14
ABRA	1321	9329	2
ANGPT1	4336	248543	9
RSPO2	2800	184021	6
EIF3S6	1507	46987	13
TTC35	1238	43284	11
TMEM74	2087	4425	2
TRHR	1342	32088	2
NUDCD1	3917	93167	10
ENY2	568	9275	5
PKHD1L1	13081	167859	78
EBAG9	1478	25461	7
FLJ20366	3430	69489	6
KCNV1	2929	7727	3
CSMD3	13018	1154226	72
EIF3S3	1274	111007	8
C8orf53	965	5454	3
RAD21	3645	28828	14
LOC441376	750	4740	2
SLC30A8	5372	41616	8
THRAP6	905	19470	4
EXT1	3363	312457	11
SAMD12	2100	243894	4
TNFRSF11B	2273	28515	5
COLEC10	1674	39750	6
RAD52	2673	37609	12
NOV	2369	7895	5
TCERG1	4137	64196	21
DCC1	2212	21933	9
DEPDC6	2165	176792	9
COL14A1	6452	246915	48
MRPL13	1109	49564	7
MTBP	3059	78210	22
SNTB1	2978	274684	8
HAS2	3006	28091	4
ZHX2	4359	192855	4
DERL1	3034	28954	8
WDR67	3502	79471	22
FAM83A	2927	26454	4
C8orf76	1286	21387	6
ZHX1	5014	25851	4
ATAD2	4896	75947	28
C8orf32	1348	25296	6
FBXO32	1196	29025	6
ANXA13	1592	56613	12
FAM91A1	5322	46807	24
KIAA1191	2738	15742	8
C8orf54	2315	56646	6
C8orf78	1746	125450	5
TMEM65	3215	60690	7
TRMT12	2029	2029	1
RNF139	3311	13851	2
TATDN1	1002	50561	12
NDUFB9	698	10864	4
MTSS1	4933	177629	14
ZNF572	3260	6077	3
SQLE	2988	23805	11
FLT3	3842	97319	24
PPP1R13B	4959	113840	17
NSMCE2	1194	275267	8
TRIB1	3630	8080	3
FAM84B	5232	5780	2
MYC	2356	5356	3
TMEM75	2165	2165	1
FAM49B	2194	98283	15
DDEF1	6042	349865	29
ADCY8	5938	262126	18
KIAA0143	5127	73622	23
KCNQ3	3096	351748	15
LRRC6	1582	103367	12
TMEM71	1993	50635	10
EFTUD1	3532	132544	18
TG	8451	267937	48
WISP1	1018	36741	4
NDRG1	3032	60085	16
ST3GAL1	2896	113018	9
ZFAT1	4600	235250	16
KHDRBS3	1954	190131	9
COL22A1	6345	325758	65
KCNK9	1303	90496	3
NIBP	4472	726091	23
CHRAC1	2497	5849	3
EIF2C2	3499	104382	19
PTK2	4442	342832	32
DENND3	5441	67179	23
GPR20	1524	10777	2
PTP4A3	1257	9614	4
FLJ43860	4164	73399	30
TSNARE1	1900	191096	14
NBPF7	1886	10391	8
CNGB1	4176	87308	33
ARC	2943	3424	3
PSCA	1019	2268	3
LY6K	1733	4079	3
C8orf55	2264	9730	2
SLURP1	536	1467	3
LYPD2	533	2324	3
LYNX1	581	5489	3
LY6D	802	1711	3
GML	722	12045	4
CYP11B1	3533	7462	9
LY6E	1150	3900	4
C8orf31	1875	15042	6
LY6H	946	2410	4
LOC338328	2280	3976	4
ZFP41	4785	15766	3
GLI4	1341	9493	4
ZNF696	2691	6569	3
TOP1MT	1906	25521	14
MAFA	1062	1062	1
ZC3H3	3253	103772	12
GSDMDC1	1744	4738	11
NAPRT1	1856	3538	11
EEF1D	983	17686	8
TIGD5	2264	2264	1
PYCRL	2332	5356	6
TSTA3	1270	4107	10
CORO6	2450	6721	10
ZNF707	2217	10865	7
LOC286076	1001	1298	2
BBOX1	1886	86846	9
FAM83H	5596	9811	5
SMG6	5968	243937	19
MYH1	6023	26236	40
ANKRD30A	4405	106711	36
SIAHBP1	1834	12989	11
NRBP2	3489	8283	17
EPPK1	7523	7523	1
PLEC1	14797	24438	32
PARP10	3470	9268	11
GRINA	1968	3358	7
SPATC1	2010	15408	5
EXOSC4	894	2029	3
GPAA1	2066	3595	12
CYC1	1170	2429	7
KIAA1875	5187	8658	23
C8orf30A	2404	2948	6
BOP1	2373	29065	16
HSF1	2133	23097	13
DGAT1	1972	10588	17
FBXL6	1744	3041	9
GPR172A	1938	2722	5
ADCK5	1959	20721	15
CPSF1	4493	16287	38
SELL	2432	21028	9
VPS28	944	4928	10
NFKBIL2	4456	15591	26
CYHR1	1188	1640	3
KIFC2	3247	7761	17
FOXH1	1789	2210	3
PPP1R16A	2273	5395	10
GPT	1920	3125	11
MFSD3	1446	2038	5
LUC7L2	2665	63565	10
NCAPG2	3932	73518	28
LRRC14	5323	7167	4
LRRC24	1752	4636	5
MGC70857	1932	2856	3
KIAA1688	5143	84326	13
ZNF34	2024	7158	3
RPL8	919	2575	6
ZNF7	2342	15592	5
MREG	3213	71033	5
ZNF250	2146	20293	6
C8orf77	2644	2644	1
C8orf33	2614	3590	5
FOXD4	2183	2183	1
CBWD1	1677	57992	15
C9orf66	2280	2280	1
DOCK8	7230	192205	47
ANKRD15	5062	241401	12
DMRT1	2220	127399	5
DMRT3	2184	14769	2
DMRT2	2457	5937	3
SMARCA2	5754	178280	34
VLDLR	3552	32693	18
KCNV2	1882	12232	2
C19orf53	907	4328	3
LOC653499	404	2077	3
RFX3	2955	301335	18
SLC1A1	3722	97026	12
C9orf68	2437	113123	13
PPAPDC2	2959	2959	1
CDC37L1	1697	27028	7
AK3	2642	30070	5
RCL1	2063	68125	9
JAK2	5096	142750	25
INSL6	706	21754	2
INSL4	614	2548	2
RLN2	889	4713	3
RLN1	967	4905	2
C9orf46	914	79888	6
CD274	1538	17917	7
PDCD1LG2	1509	59829	7
KIAA1432	4120	117656	25
KIAA1815	5341	48510	15
MLANA	1524	18914	5
KIAA2026	4672	35074	4
RANBP6	4599	4599	1
IL33	2644	16305	7
TPD52L3	1076	2295	2
UHRF2	3619	93899	16
C9orf123	2484	3307	2
SRFBP1	2836	66640	8
CHRNB3	1953	39648	6
MAP3K7IP3	6786	61952	11
TYRP1	2796	16801	8
C9orf150	2689	48047	2
MPDZ	6558	143780	46
MYO6	8662	170346	35
ZDHHC21	3196	76437	10
CER1	1203	2982	2
DENND2C	3974	85537	18
C10orf99	828	11497	3
C9orf52	2428	135684	20
SNAPC3	3094	38845	9
PSIP1	3354	46917	16
C9orf93	4357	418799	26
SH3GL2	2485	217927	9
ADAMTSL1	2318	207312	10
C9orf138	1860	105292	4
RRAGA	1648	1648	1
FAM29A	6320	49761	17
ADFP	1979	11814	8
RPS6	829	3982	6
ASAH3L	2852	43576	6
SLC24A2	2221	270949	10
MLLT3	3375	277483	11
KIAA1797	6095	337646	46
PTPLAD2	3905	28011	8
IFNB1	839	839	1
IFNW1	1514	1514	1
IFNA21	984	984	1
IFNA4	978	978	1
IFNA14	985	38757	2
IFNA7	737	737	1
IFNA10	963	963	1
IFNA16	939	939	1
IFNA17	980	980	1
IFNA5	569	569	1
IFNA6	568	568	1
IFNA13	652	652	1
IFNA2	1142	1142	1
COL15A1	5273	126931	42
IFNA1	876	876	1
IFNE1	1472	1472	1
MTAP	4919	63333	8
PTOV1	1884	9584	12
CDKN2B	3857	6407	2
DMRTA1	2302	5633	2
C9orf82	2713	52042	6
PLAA	3232	30689	13
IFT74	1995	106393	20
LRRC19	3134	12083	5
TEK	4619	120886	23
C9orf11	1023	12471	8
MOBKL2B	6524	204643	4
C9orf72	3228	26933	11
LINGO2	2792	770776	7
ACO1	3489	66173	21
DDX58	4755	71022	18
TOPORS	4147	12059	3
NDUFB6	862	19660	4
TAF1L	6216	6216	1
LOC401498	3581	3901	2
APTX	1805	17285	7
DNAJA1	1538	13854	9
B4GALT1	4071	56590	6
SPINK4	367	8369	4
CHMP5	1390	16511	8
NFX1	3544	58210	16
AQP7	1255	17569	8
AQP3	1820	6429	6
NOL6	4852	12590	26
ANKRD18B	4327	51381	23
PRSS3	807	3670	5
UBE2R2	4455	103218	5
UBAP2	4284	127257	29
WDR40A	3631	40351	9
UBAP1	2734	73510	7
C9orf48	4591	7325	4
NUDT2	1059	14192	5
KIAA1161	4170	7956	2
C9orf24	712	2582	4
C9orf25	3593	60386	6
DNAI1	2520	62171	20
C9orf165	1078	1998	2
CNTFR	1927	38292	9
C9orf23	878	1609	2
DCTN3	827	6949	7
ARID3C	1238	6556	7
OPRS1	1655	3049	4
GALT	1332	3937	11
IL11RA	1452	6884	11
CCL27	446	797	3
CCL19	682	1706	4
CCL21	876	1144	4
DNAJB5	2442	8644	5
FOXB1	1459	1722	2
VCP	3188	16004	17
FANCG	2631	6179	14
PIGO	4065	7857	11
STOML2	1273	3262	10
KIAA1539	3026	11774	9
LOC158381	3914	44313	10
RUSC2	5199	71766	12
TESK1	2515	4757	10
CD72	1532	8433	9
SIT1	1236	1651	5
CCDC107	917	2873	5
CA9	1552	7238	11
TPM2	1182	8064	9
TLN1	8170	34795	57
CREB3	1850	4688	9
GBA2	3610	12362	17
NPR2	3429	17322	22
SPAG8	2007	4476	8
HINT2	650	2084	5
C9orf128	1722	10316	8
OR13J1	938	938	1
OR2S2	929	929	1
RECK	4402	87533	21
C9orf19	1881	27160	5
CCIN	1930	1930	1
ADM2	4244	4853	2
CLTC	8575	77268	32
GNE	3742	43961	13
MELK	2438	104774	18
PAX5	3650	195946	10
C12orf5	8223	38830	6
GRHPR	1235	14280	9
ZBTB5	4627	27286	2
POLR1E	1854	17749	12
FRMPD1	4916	95850	16
EXOSC3	1220	4758	4
ALDH1B1	3022	5954	2
IGFBPL1	1092	15453	5
FLJ35740	2421	36639	8
CCDC33	2749	99815	19
ZNF658B	3374	3374	1
ZNF658	3965	20651	5
C9orf36	4222	6243	4
MGC21881	1478	2317	3
ANKRD20A2	3510	43107	15
ANKRD20A1	3510	43107	15
ANKRD20A3	3962	43559	15
FOXD4L4	3107	3107	1
LOC441426	3205	4052	2
FAM27E1	1340	1340	1
C8orf4	1833	1833	1
PRM1	409	500	2
CBWD3	1677	58129	15
MCHR2	2144	74329	6
FOXD4L2	2218	2218	1
FOXD4L3	2218	2218	1
PGM5	3337	174162	11
C9orf71	1241	4284	2
ZNF777	3066	29594	6
FAM122A	3646	3646	1
PRKACG	1558	1558	1
FXN	2262	38609	5
TJP2	4601	81030	23
C9orf61	2421	63128	11
APBA1	3778	242021	13
C9orf135	850	85417	6
MAMDC2	3595	183369	14
SMC5	3481	93428	25
KLF9	5206	30059	2
TRPM3	5921	334007	25
TMEM2	6106	85126	25
C9orf77	1611	48779	5
C9orf85	1313	61947	4
GDA	5429	102847	14
ZFAND5	2421	10516	6
TMC1	3201	314551	24
ALDH1A1	2095	52382	13
ANXA1	1399	18527	13
RORB	3602	189864	10
TRPM6	8425	165600	39
C9orf40	1946	5925	2
C9orf41	2191	45436	8
C9orf95	1156	26981	9
OSTF1	896	58300	10
PCSK5	3286	302715	21
RFK	2683	8988	4
GCNT1	5516	48185	4
KIAA0367	11690	102346	14
PRUNE2	1245	82821	6
FOXB2	1299	1299	1
VPS13A	10135	205520	69
GNA14	1928	224675	7
GNAQ	2160	310993	7
PSAT1	2048	32949	8
TLE4	4748	154780	20
TLE1	3267	104997	20
FLJ46321	4828	6480	4
RASEF	2759	80727	17
CD27	1319	6833	6
C9orf103	1614	21073	6
UBQLN1	3952	48075	11
GKAP1	1777	78321	13
KIF27	4649	84726	18
HNRPK	2747	11991	17
RMI1	3416	23273	3
SLC28A3	2209	90322	19
NTRK2	8680	209347	17
HIST1H1A	780	780	1
AGTPBP1	4218	195435	27
MAK10	2639	81143	23
GOLPH2	3076	73443	10
C9orf153	408	32293	4
ISCA1	2001	18027	4
ZCCHC6	5645	66720	27
GAS1	2826	2826	1
FLJ45537	3409	11083	2
DAPK1	5937	210793	26
CTSL	1631	5328	8
C9orf79	4445	6041	4
C5AR1	2341	12224	2
C9orf121	1454	40682	3
C9orf47	4829	5213	3
EDG3	4205	13563	2
SHC3	2383	165612	12
CKS2	612	5505	3
SECISBP2	3467	41150	17
C9orf164	1837	3051	3
SEMA4D	4628	102460	18
GADD45G	1062	1540	4
DIRAS2	4107	32995	2
SYK	2650	94408	14
AUH	1546	148068	10
NFIL3	2083	14816	2
ROR2	4091	227561	9
SPTLC1	2780	84264	15
GLDC	3807	113227	25
HIST2H4B	395	395	1
HIST2H3A	507	507	1
HIST2H2AA4	533	533	1
PNLIPRP2	1481	24190	13
NOL8	4280	28198	17
CENPP	3411	289695	8
OGN	2678	20582	7
OMD	2255	10023	3
ASPN	2466	26298	8
ECM2	3163	40654	10
IPPK	4401	57082	13
BICD2	6415	53438	7
ANKRD19	2640	28890	8
ZNF484	2866	31939	5
FGD3	4952	61733	17
SUSD3	1189	26426	5
NINJ1	1272	12791	4
WNK2	6833	135642	29
FAM120AOS	2764	7092	3
FAM120A	4956	114224	18
C15orf27	2398	145005	11
OR2C1	1036	1036	1
SALL1	5143	15298	3
BARX1	1476	3694	4
PTPDC1	4515	79061	10
RGSL2	1988	38571	8
FBP2	1302	35071	7
FBP1	1474	36387	7
C9orf3	2819	360447	15
FANCC	4590	218654	15
PTCH1	6807	64432	24
LOC375748	2840	91416	14
C9orf102	730	32006	3
HSD17B3	1134	66846	11
SLC35D2	1570	62949	12
ZNF367	1691	30434	5
HABP4	1772	40301	9
TOR3A	2120	14016	6
QSER1	9267	87021	13
TP53I11	3647	18709	8
C9orf21	1224	14066	6
ZNF510	5154	22182	6
ZNF782	3313	37117	6
CTSL2	1493	6600	8
ZNF322B	2374	2374	1
KIAA1529	6269	138791	49
TMOD1	2664	77094	9
XPA	1416	22448	6
FOXE1	3450	3450	1
HEMGN	2154	11452	4
NANS	1170	26337	6
TRIM14	1773	49917	7
CORO2A	2422	48697	12
TBC1D2	3188	56595	13
GABBR2	5786	421114	19
ANKS6	7146	64503	15
ZNF442	2825	16291	6
DMRTC1	1099	3760	6
TGFBR1	6472	49060	9
SEC61B	561	8331	4
NR4A3	2587	12204	5
STX17	2660	63656	8
TXNDC4	4858	119866	12
INVS	3880	201916	17
TEX10	3021	50803	15
C9orf30	1158	23870	3
TMEFF1	2285	104198	10
LOC347273	2623	9836	2
PRG-3	2454	296386	8
BAAT	3108	24219	4
MRPL50	998	8648	2
ZNF189	3168	11780	3
ALDOB	1652	14447	9
C9orf125	2088	11867	2
RNF20	3939	29493	20
GRIN3A	7770	169228	9
PPP3R2	3385	3385	1
CYLC2	2100	23107	8
OR13F1	958	958	1
OR13C4	955	955	1
OR13C3	1042	1042	1
OR13C8	962	962	1
OR13C5	955	955	1
OR13C2	956	956	1
OR13C9	956	956	1
OR13D1	1040	1040	1
NIPSNAP3A	1633	12435	6
NIPSNAP3B	1751	9840	6
ABCA1	10409	147151	50
EXTL1	4012	14682	11
POLR3G	3283	39687	8
CD109	9446	132526	33
TAL2	327	327	1
TMEM38B	2076	80620	6
S100B	1135	6505	3
KIAA2018	13705	48259	7
RAD23B	4129	48926	10
KLF4	2639	4621	5
ACTL7B	1340	1340	1
ACTL7A	1433	1433	1
IKBKAP	5901	66596	37
C9orf6	2121	6775	6
CTNNAL1	2445	70914	19
KNS2	2603	57044	15
MRC2	5980	66189	30
PTPN3	4080	85217	25
PALM2	9260	310684	7
PALM2-AKAP2	5162	389898	10
AKAP2	6863	123814	4
C9orf152	2155	8067	2
TXN	508	12469	5
TXNDC8	453	34220	6
MUSK	2666	132140	14
EDG2	3088	164310	4
OR2K2	950	950	1
ZNF483	2433	52686	6
LTB4DH	1241	36459	10
LOC552891	1447	38843	3
SPI1	1408	23719	5
UGCG	1629	36226	9
SUSD1	2995	134495	17
ROD1	7227	115195	15
HSDL2	3210	92334	11
KIAA1958	2683	173459	4
C9orf80	1517	31595	5
TSCOT	2353	11845	4
ZFP37	2752	14823	4
SLC31A1	4717	42904	5
CDC26	867	8577	4
PRPF4	2733	17081	14
RNF183	1208	1946	2
WDR31	2319	24635	10
BSPRY	2065	16960	5
HDHD3	1721	2644	2
ALAD	3134	14978	12
POLE3	2185	3432	5
C9orf43	2043	18856	14
GABRB2	7295	259695	10
AMBP	1394	18306	10
KIF12	2002	7419	16
COL27A1	5582	154744	61
ORM1	804	3422	6
ORM2	842	3466	6
AKNA	5371	58241	22
DFNB31	4021	103345	12
ATP6V1G1	1610	11158	3
C9orf91	3683	34325	9
TNFSF15	1991	16796	4
TNFSF8	1979	27647	4
TNC	7544	97627	28
DEC1	1251	260827	8
PAPPA	10969	248529	22
ASTN2	1757	262007	9
TRIM32	3140	13420	2
TLR4	5499	13155	3
DBC1	3158	202794	8
CDK5RAP2	5992	191290	37
FBXW2	9186	36487	8
PSMD5	3384	26873	10
PHF19	4287	21676	15
TRAF1	4449	24502	8
C5	5462	97939	41
CEP110	7431	89313	42
RAB14	4083	23671	8
GSN	2655	64741	18
STOM	3073	31192	7
TESC	1017	60522	8
TTLL11	2009	104694	4
NDUFA8	841	15759	4
C9orf18	699	40172	5
LHX6	3323	26125	10
RBM18	1065	23307	6
MRRF	1748	58594	7
PTGS1	5093	24753	11
OR1J1	968	968	1
OR1J2	941	941	1
OR1J4	941	941	1
OR1N1	936	936	1
OR1N2	992	992	1
OR1L8	930	930	1
OR1Q1	943	943	1
OR1B1	956	956	1
OR1L3	974	974	1
OR1L4	936	936	1
OR1L6	1042	1042	1
OR5C1	962	962	1
OR1K1	950	950	1
PDCL	2742	10217	4
RC3H2	2947	39136	16
ZBTB6	4105	5274	2
ZBTB26	1909	13401	2
RABGAP1	4519	163380	26
GPR21	1049	1049	1
STRBP	3005	143524	19
CAND2	4229	38131	13
DENND1A	5041	550485	22
LHX2	2416	21554	5
NEK6	2578	94469	10
PSMB7	983	61977	8
C12orf63	3686	117296	27
NR5A1	3094	26184	7
NR6A1	1887	248874	10
RNASE13	1606	1965	2
RPL35	460	4083	4
ARPC5L	1024	8212	4
GOLGA1	4797	62729	23
WDR81	3793	22049	11
SEPT9	4450	181075	11
PPP6C	1529	40657	7
RABEPK	1432	33381	8
HSPA5	3906	6476	8
GAPVD1	6888	103179	27
MAPKAP1	3394	269840	12
PBX3	2823	219988	9
FAM125B	2679	70785	6
LMX1B	1118	81932	8
ZBTB43	2905	30136	3
RALGPS1	6336	308391	19
ANGPTL2	3572	35417	5
GARNL3	3346	128681	28
SLC2A8	2112	10697	10
ZNF79	2077	20990	5
RPL12	631	3730	7
LRSAM1	3117	51987	26
FAM129B	3948	63737	14
STXBP1	3759	80428	19
NLRC3	6397	38355	20
PTRH1	814	1709	5
TTC16	2884	15522	14
TOR2A	2461	3754	3
SH2D3C	3016	40315	12
CDK9	1751	4027	7
FPGS	2487	11403	15
ENG	3128	39689	14
AK1	2277	11273	7
ST6GALNAC6	2398	14271	7
ST6GALNAC4	1690	9140	6
PIP5KL1	1102	5961	5
DPM2	910	2754	4
FAM102A	3643	10133	8
C9orf90	3182	5872	2
SLC25A25	3432	41045	10
PTGES2	2063	7502	7
LOC389791	2081	2081	1
TSNAXIP1	2445	20961	16
ZBTB44	2787	81481	6
CIZ1	3031	38318	17
DNM1	3252	51865	22
GOLGA2	4259	20160	26
TRUB2	1439	13302	8
COQ4	1546	11535	7
SLC27A4	2947	20662	13
URM1	1325	19373	5
CEECAM1	2324	16507	13
ODF2	3707	44807	23
GLE1L	2255	35184	14
SPTAN1	7771	80987	56
WDR34	1818	23190	9
SET	2559	6807	8
PKN3	3376	18397	22
ZDHHC12	1141	3250	5
ZER1	4281	42130	16
TBC1D13	3777	23100	12
ENDOG	1144	4176	3
C9orf114	1855	7740	12
LRRC8A	4296	35869	4
PHYHD1	1598	20630	12
DOLK	2203	2203	1
NUP188	5689	59398	44
SH3GLB2	1983	20266	11
FAM73B	3586	35098	16
DOLPP1	2152	9311	8
CRAT	2573	14221	14
PPP2R4	2649	37980	11
IER5L	1209	1564	2
C9orf106	3145	3890	2
C9orf50	1618	8550	7
C9orf32	1002	9445	4
ASB6	4618	7562	6
PRRX2	1307	57030	4
PTGES	1790	14733	3
TOR1B	2769	8129	5
TOR1A	2105	11220	5
HMCN1	18212	456403	107
USP20	4458	46359	25
FNBP1	5425	156008	17
GPR107	6876	86406	18
FLJ46836	3258	3610	2
FREQ	4311	64047	8
PRDM12	2492	18404	5
EXOSC2	1977	11078	9
ABL1	5879	173793	11
P518	410	410	1
FIBCD1	3178	36336	7
NTSR1	4131	53934	4
C9orf58	3410	26628	6
NUP214	6600	108110	36
HMGB1	3424	7201	5
PPAPDC3	2050	19524	2
UCK1	2164	7465	7
RAPGEF1	6173	133072	24
CRSP8	1384	219755	8
NTNG2	2399	76086	7
TTF1	3133	31283	11
FLJ46082	1788	163064	7
BARHL1	1907	7648	3
DDX31	3285	76113	20
GTF3C4	3190	19088	6
C9orf98	2106	153234	13
C9orf9	719	11129	5
TSC1	8614	53284	23
GFI1B	1789	12985	7
GTF3C5	2365	27774	11
CEL	2350	9883	12
RALGDS	3631	23454	18
GBGT1	1947	10960	7
OBP2B	688	3962	7
ABO	1579	20068	7
SURF6	2313	5492	5
SURF5	1436	7217	5
RPL7A	890	3212	8
SURF1	1037	4696	9
SURF2	829	4605	6
SURF4	2968	14630	6
C9orf96	2778	27936	18
REXO4	2358	11977	8
ADAMTS13	4933	37388	29
C9orf7	2677	10755	6
SLC2A6	2484	7999	10
ADAMTSL2	3725	40666	19
C6orf15	1134	1331	2
SARDH	3340	76357	21
VAV2	4692	230389	27
BRD3	3069	35130	12
WDR5	3154	23884	14
RXRA	5429	114023	10
COL5A1	8436	203035	66
FCN2	1057	6709	8
FCN1	1281	8374	9
OLFM1	1056	2065	2
KIAA0649	4932	9092	4
MRPS2	1431	3963	4
LCN1	779	5093	7
PAEP	841	5020	7
GLT6D1	1526	15885	5
LCN9	524	2588	6
SOHLH1	1984	6119	7
KCNT1	4823	90955	32
CAMSAP1	6010	73317	16
UBADC1	1866	28411	10
BTBD14A	2077	83927	6
LHX3	2401	6907	6
QSCN6L1	4524	39503	12
GPSM1	1957	23766	13
CARD9	2097	9700	13
SNAPC5	785	7481	4
IGSF6	1028	11367	6
LYPD3	1706	4886	5
SDCCAG3	2378	8680	10
PMPCA	2079	13097	13
INPP5E	3375	11185	10
C9orf163	2572	2572	1
NOTCH1	9298	51343	34
EGFL7	1530	9753	10
AGPAT2	1452	14317	5
FAM69B	1645	11458	5
LCN10	563	3378	5
LCN6	708	4509	7
LCN8	918	3892	7
UNQ2541	761	4879	7
TMEM141	767	1902	5
C9orf86	3130	33266	15
PHPT1	894	1943	4
EDF1	640	4168	5
TRAF2	2276	40102	11
FBXW5	2344	4286	9
C8G	855	1707	7
PTGDS	811	4238	7
FLJ45224	3706	3855	2
C9orf142	811	1558	7
CLIC3	813	1965	6
ABCA2	8159	21055	48
C9orf139	3815	9319	3
FUT7	2584	2837	2
NPDC1	1493	6733	9
ENTPD2	2031	5953	9
C9orf140	3636	8253	6
UAP1L1	3201	6399	7
MAN1B1	2769	22261	13
DPP7	1616	4203	13
WDR73	1843	11511	8
LASS3	3893	144325	13
LOC389816	1205	1290	2
ANAPC2	2700	13822	13
SSNA1	855	1683	3
C9orf75	2109	8489	3
MGC14327	1554	1554	1
NDOR1	2433	11278	14
CYP4F3	2987	19863	13
MGC59937	739	1119	2
SLC34A3	2124	5622	13
TUBB2C	1591	2449	4
LOC401565	1124	4186	7
COBRA1	2369	18045	13
MGC61598	1769	1769	1
FLJ20433	2772	116258	22
NOXA1	1632	11011	14
MSC	2057	2954	2
NELF	2956	11078	15
PNPLA7	4581	90432	34
MRPL41	568	663	2
WDR85	1847	24027	9
ZMYND19	1370	8407	6
ARRDC1	1597	9716	8
C9orf37	1387	3460	3
EHMT1	5049	125160	26
CACNA1B	7345	244391	46
GTPBP6	1180	9462	6
PPP2R3B	1232	7619	5
SHOX	3757	22480	6
CRLF2	671	16641	5
CSF2RA	1844	41127	13
IL3RA	1709	46073	12
SLC25A6	1439	5950	4
P2RY8	4195	74533	2
CXYorf3	3206	10924	5
ASMT	1369	47626	10
DHRSX	2531	281423	7
ZBED1	4507	14554	2
CD99	1235	50121	10
XG	2283	63846	10
ARSD	5158	25381	10
ARSE	1858	29460	11
ARSH	1688	26772	9
ARSF	2012	45895	11
MXRA5	9636	35267	6
PRKX	6029	109237	9
NLGN4X	5688	337804	6
VCX3A	994	1500	3
HDHD1A	2098	99229	4
STS	6350	135184	10
VCX	966	1881	3
PNPLA4	2815	28640	7
VCX2	814	1323	3
VCX-C	1078	1674	4
FAM9A	1516	10586	10
FAM9B	1337	9130	9
